국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인
US,P,Inductive angle sensor that adapts an oscillator frequency and phase relationship to that of an interference frequency,"An inductive angle sensor for a motor vehicle has an oscillator circuit that generates a periodic AC oscillator-frequency signal in an exciting coil at least one receiving coil an evaluation circuit for detecting the signal induced in the at least one receiving coil and a movable inductive coupling element that influences a strength of inductive coupling between the exciting coil and the at least one receiving coil. The oscillator circuit is a ""soft"" or ""flexible"" oscillator circuit such that when an interference frequency close to the oscillator frequency is coupled into the coil system the oscillator circuit adapts the oscillator frequency and phase relationship to that of the interference frequency. Undesired overlapping effects are thus efficaciously prevented.",1. An inductive angle sensor for a motor vehicle having an oscillator circuit that creates a periodic AC signal in an exciting coil and having at least one receiving coil an evaluation circuit for detecting a signal induced in the at least one receiving coil and a movable inductive coupling element that influences a strength of inductive coupling between the exciting coil and the at least one receiving coil wherein the oscillator circuit is structured as an LC oscillating circuit that shifts its oscillation frequency under influence of a coupled-in alternating interference field whose interference frequency lies in a predetermined range close to an uninfluenced base frequency of the oscillating circuit in a direction of the interference frequency and wherein a Q-factor of the oscillating circuit is so low that the oscillating circuit operates stably with its oscillation frequency shifted from its base frequency by an externally coupled-in alternating field within a range of at least ±1 kHz.,4,09/148706,1998-09-04,0,0,6166535,2000-12-26,Hella KG Hueck & Co.
EP,P,Magnetic inductive type position sensor,Disclosed is a magnetic inductive type position sensor the position sensor including at least one rotor body coupled to a rotation shaft to rotate in association with rotation of the rotation shaft and having a plurality of protrusively and circumferentially formed wing members a PCB arranged in opposition to the rotor body and a guide member connecting each distal end of the wing members to guide each of the wing members to be aligned on the same planar surface. ,A magnetic inductive type position sensor the position sensor comprising: a first rotor (20) and a second rotor (30) adapted to be coupled to a rotation shaft to rotate in association with rotation of the rotation shaft and having a plurality of protrusively and circumferentially formed wing members (21 31) the first rotor (20) and the second rotor (30) having a different number of wing members (21 31);a printed circuit board (10) arranged between the first rotor (20) and the second rotor (30); anda cover member (15) supporting the printed circuit board (10);characterized in that the position sensor comprises a guide member (22 32) connecting each distal end of the wing members (21 31) to guide each of the wing members (21 31) to be aligned on the same planar surface.,11,2012-176657,2012-07-17,2600111,2013-06-05,2600111,2016-03-16,LG Innotek Co. Ltd.
EP,P,Actuator position control with inductive sensing,An actuator position control system for brush-type DC motors. The system includes a sensing inductor amplifier central control unit (microprocessor) and motor driver. The system utilizes the differential signal di/dt to indicate the falling edges of commutation spikes in the motor current profile. An inductor is selected as the signal sensor because voltage drops across the inductor are directly proportional to di/dt. The voltage drop L(di/dt) across the inductive sensor is input to the amplifier amplified and then sent to the microprocessor. The microprocessor reads the output pulses from the amplifier and compares the pulse count to an input command signal. The microprocessor then sends shaft position control information to the motor driver.  ,A position control system for an actuator comprising: a driving circuit (12) coupled to a motor (M);a sensing inductor (14) connected in series with said motor through said driving circuit voltage drops across said sensing inductor being directly proportional to change in current of said motor over time due to commutation;an amplifier (20) for receiving and amplifying the sensed voltage drops and outputting pulses based thereon; anda processing unit (30 80) for receiving and counting incoming pulses from said amplifier to obtain a pulse count said processing unit comparing the pulse count with a command input and responsive to a difference between said pulse count and said command input issuing a command signal to said driving circuit to initiate driving of said actuator.,11,2002-010808,2002-05-15,1286236,2003-02-26,1286236,2012-02-22,Saia-Burgess Automotive Inc.
EP,P,ELECTRIC DRIVE,An electric drive (1) comprises: a permanent magnet brushless motor (2) a motor (2) power supply bridge (3) a circuit for controlling the power supply bridge (3) according to rotor position and phase currents (Is); the drive (1) comprises a circuit (6) for detecting the zero crossings of the induced counter electromotive force (Es) in the stator windings to determine the position of the rotor and a circuit (25) for indirectly detecting the amplitudes of the phase currents (Is).,"An electric drive comprising: a brushless motor (2) and a power bridge (3) for powering the motor (2) each phase winding of the motor having a resistance (RS) and a synchronous inductance (LS) the drive being characterized in that it comprisesa first circuit (6) for detecting the zero crossings of the counter electromotive force (ES) induced in the stator windings by the rotation of the rotora second circuit detector stage (27) for detecting the peak phase current flowing in the motor windings anda third circuit for controlling the power supply bridge (3); the first circuit (6) comprising an inductive and resistive element (9) which is an analog representation of the phase winding electrical impedance said inductive and resistive element (9) being connected in series with a phase winding of the motor (2) and having scaled-down values according to an attenuation coefficient ""α"" of the resistive and inductive impedance of a phase winding of the motor (2) the first circuit also comprising a circuit (12) consisting of three wye connected first second and third resistors (13 14 15) respectively valued ʺ⁢Rα=R⁢α3-2⁢α⁢ʺ[Image] ""R"" ""R"" being ""α"" the above mentioned attenuation coefficient for measuring the voltage applied to said phase winding the output of the circuit (6) being an attenuated c.e.m.f. signal: α⋅eS=α⋅vS-α⋅RS⋅iS-α⋅LS⋅diSdt;[Image] the third circuit comprising a controller (26) in communication with the first circuit (6) providing the zero crossings of the counter electromotive force and with the second circuit (27) providing the peak phase current flowing in the motor windings said third circuit applying an advance angle (δ) between the motor supply voltage (VS) and the induced counter electromotive force (ES) said advance angle (δ) being a predetermined linear function of the peak value of the phase current (IS) according to the equation: δ=π⋅LS⋅p60⋅KE⋅IS[Image]where ""LS "" is the synchronous inductance of the motor (2) measured in Henry ""p"" is the number of poles of the motor and ""KE"" is the counter electromotive force constant measured in V/rpm.",5,2008-807059,2008-09-09,2195916,2010-06-16,2195916,2011-04-13,SPAL Automotive S.r.l.
EP,P,MOTOR DRIVE CONTROL,A drive system for a three phase brushless motor uses an algorithm for position sensing which measures the inductance in the motor phases and determines the position from the measured inductances. In order to reduce acoustic noise the inductances are measured during test periods Tsd  which are conducting states added to the PWM pattern in each PWM period. The test periods have net voltage of zero and therefore do not affect the output of the motor but are sufficiently long to allow inductance measuring as well as the use of a single current sensor for current sensing.,A drive system for a multi-phase brushless electric motor comprising a plurality of phases (A B C) the system comprising a drive circuit (18) including switch means (26 28) arranged to varying the phase voltage applied across each of the phases and control means (33) arranged to control the switch means so as to provide PWM control of the phase voltages to control the mechanical output of the motor characterised in that: the control means (30) is further arranged to control the PWM voltage patterns so as to include at least one pair of test periods such that the phase voltages in one of the pair of test periods are opposite to those in the other of the pair of test periods; the control means is arranged to measure a rate of change of current in at least one of the phases during the test periods and to determine therefrom the inductance of at least one of the phases thereby to determine the rotational position of the motor; and the pair of test periods are both provided in the same PWM period.,26,2003-793876,2003-09-03,1535389,2005-06-01,1535389,2009-12-30,TRW Limited
EP,P,Three phase BLDC motor controller and control method thereof,A method of controlling a three-phase brushless direct current (BLDC) motor including (a) arranging a rotor of the three-phase BLDC motor by making a current flow to two of the three phases; (b) rotating the rotor through a phase shift; (c) detecting a position detecting point of time where a sign of an inductive electromotive voltage generated by a rotation of the rotor in a non-exciting phase is initially changed; and (d) calculating a rotation speed of the rotor based on a size of the inductive electromotive voltage of the non-exciting phase detected at the position detecting point of time. Thus provided is a brushless direct current (BLDC) motor controller and a control method thereof which precisely detects a position detecting point of time of a rotor to determine a rotation speed of a rotor and minimizes noise and vibration during an initial drive of the three-phase BLDC motor. ,A method of controlling a three-phase brushless direct current (BLDC) motor comprising: (a) arranging a rotor of the three-phase BLDC motor by making a current flow to two of the three phases; (b) rotating the rotor through a phase shift; (c) detecting a position detecting point of time where a sign of an inductive electromotive voltage generated by a rotation of the rotor in a non-exciting phase is initially changed; and (d) calculating a rotation speed of the rotor based on a size of the inductive electromotive voltage of the non-exciting phase detected at the position detecting point of time.,10,2006-012172,2006-06-13,1739822,2007-01-03,0,0,Samsung Electronics Co. Ltd.
EP,P,ELECTRONICALLY COMMUTATED SINGLE-PHASE MOTOR,The present invention refers to an electronically commutated single- phase motor comprising a rotor (2; 202; 302) and a stator (3; 203; 303) with an asymmetrical wound yoke (4; 204; 304) and comprising at least a stator phase (5; 205; 305) energized via an electronic commutation circuit in accordance with a driving signal generated by sensor means (8; 208; 308) for detecting the angular position of said rotor (2; 202; 302); said sensor means (8; 208; 308) comprise at least an inductive coil (9; 209; 219; 309) that is coupled magnetically to said rotor (2; 202; 302) and is arranged at substantially 90 electrical degrees with respect to said stator phase (5; 205; 305); the inductive coil (9; 209; 219; 309) and the stator phase (5; 205; 305) are arranged adjacent to each other and are wound round axes that are substantially parallel to each other.,0,0,2003-782472,2003-12-22,1593193,2005-11-09,0,0,SOLE S.p.A.
EP,P,Inductive Angle Sensor,Inductive angle sensor for use in motor vehicle The sensor has two oscillators with at least approximately equal resonant frequencies at least one stimulation (34) and receiver coil per oscillator and at least one inductive coupling element. The LC oscillators are inductively coupled together by the stimulation coils.,Inductive angle sensor for a vehiclewith two oscillators having approximately the same oscillation frequencywith in each case at least one exciter winding (3 4) associated with each oscillatorwith in each case a receiving coil associated with each oscillatorand at least one inductive coupling memberwhereby the oscillators are implemented as LC-oscillatory circuits and are inductively coupled to each other by means of the exciter windings (3 4).,5,1998-115770,1998-08-21,900997,1999-03-10,900997,2003-10-29,Hella KG Hueck & Co.
EP,P,Inductive angle sensor for a motor vehicle,Inductive angle sensor for motor vehicle The sensor has an oscillator circuit (1) generating a periodic alternating signal coupled to a stimulation coil (4) a receiver coil (5) and an evaluation circuit. A movable inductive coupling element (6) influences the strength of the inductive coupling between the stimulation coil and receiver coils. The oscillator circuit LC resonant frequency is shifted towards the coupled noise frequency. Its Q factor is so low that it operates stably in a region within 1 kHz of its fundamental frequency.,Inductive angle sensor for a motor vehicle with an oscillator circuit (1) which generates a periodic alternating voltage signal and injects into an excitation coil (4) with at least one receive coil (5) and an evaluation circuit (2) for evaluating the signals induced in the at least one receive coil (5) and with a movable inductive coupling element (6) which influences the strength of the inductive coupling between the excitation coil (4) and the receive coil(s) (5) characterised in that the oscillator circuit (1) is configured as an LC tuned circuit which under the influence of injected electric magnetic or electromagnetic alternating fields whose (interference) frequency (HF_inter) lies in a specified range close to the prospective fundamental frequency of the oscillator circuit (1) shifts its vibration frequency (HF_OSZ) in the direction of the injected interference frequency (HF_inter) and that the quality factor of the oscillator circuit (1) is so small that the oscillator circuit (1) operates stably in the event of a shift in its vibration frequency caused by externally injected alternating fields from the fundamental frequency within a range of at least +/- 1 kHz.,4,1998-115753,1998-08-21,901002,1999-03-10,901002,2002-01-16,Hella KG Hueck & Co.
KR,P,슬롯리스 레졸버(SLOT-LESS RESOLVER),본 발명은 내측 중심에서 회전하는 로터의 회전위치를 검출하기 위한 스테이터를 포함하는 레졸버에 관한 것으로서 상기 스테이터는 원통형의 스테이터 코어와; 상기 스테이터 코어의 내측 표면에 원주방향으로 일정 간격으로 부착되되 각각 분포권선을 이루는 다수의 여자권선과; 상기 여자권선 패턴 상에 적층되게 원주방향으로 부착되되 각각 분포권선을 이루는 복수의 사인(Sine) 출력권선과; 상기 여자권선 패턴 상에 적층되게 원주방향으로 부착되되 상기 사인 출력권선과는 교대로 부착되어 각각 상기 사인 출력권선과 동일한 분포권선을 이루는 복수의 코사인(Cosine) 출력권선을 포함하는 것을 특징으로 한다. 이에 의해 스테이터에 티스와 슬롯의 구조를 없앰으로써 이를 위한 복잡한 금형설계 없이 제작이 간단하고 출력파형에 고조파 성분을 제거할 수 있으며 코일의 절연을 위한 절연성 수지의 도포가 간단하고 도포량이 적을 뿐 아니라 충분한 절연성을 확보할 수 있다.,내측 중심에서 회전하는 로터의 회전위치를 검출하기 위한 스테이터를 포함하는 레졸버에 있어서상기 스테이터는원통형의 스테이터 코어와;상기 스테이터 코어의 내측 표면에 원주방향으로 일정 간격으로 부착되되 다수 가닥으로 권취된 코일이 하나의 묶음을 이루는 턴(turn)이 원주방향으로 서로 일부 중첩되도록 펼쳐진 형태로 복수개 분포되는 분포권선을 단위로 하여 이루어지는 다수의 여자 권선과;상기 여자권선 패턴 상에 적층되게 원주방향으로 부착되되 다수 가닥으로 권취된 코일이 하나의 묶음을 이루는 턴(turn)이 원주방향으로 서로 일부 중첩되도록 펼쳐진 형태로 다수개 분포되는 분포권선을 단위로 하여 이루어지는 복수의 사인(Sine) 출력권선과;상기 여자권선 패턴 상에 적층되게 원주방향으로 부착되되 상기 사인 출력권선과는 교대로 부착되어 각각 상기 사인 출력권선과 동일한 분포권선을 이루는 복수의 코사인(Cosine) 출력권선을 포함하며상기 다수의 여자권선 상기 복수의 사인 출력권선 및 상기 복수의 코사인 출력권선은 각각 절연성 커버의 표면에 부착된 상태에서 상기 절연성 커버을 매개로 하여 서로 적층되게 부착되는 것을 특징으로 하는 레졸버.,3,10-2012-0013528,2012-02-10,10-2013-0092059,2013-08-20,10-1340382,2013-12-05,엘에스오토모티브 주식회사
KR,P,ＦＰＣＢ를 갖는 슬롯리스 타입의 레졸버(SLOTLESS TYPE RESOLVER HAVING FLEXIBLE PRINTED CIRCUIT BOARD),본 발명은 외부의 회전축과 일체로 결합되는 회전자와 상기 회전자의 외측 둘레로 소정 간극으로 이격되게 배치되는 고정자 및 상기 고정자를 지지하는 원통 형상의 하우징을 포함하는 레졸버에 관한 것으로서 상기 고정자는 판면을 따라 다수의 코일패턴이 나란히 형성된 띠 모양의 FPCB(flexible printed circuit board)가 원형으로 말린 형태로 상기 하우징의 내측에 고정된 것임을 특징으로 한다. 이에 의해 종래의 슬롯 형태의 고정자를 FPCB로 대체함으로써 제품의 소형화와 경량화 나아가 구조의 단순화와 생산성의 향상을 달성할 수 있다.,외부의 회전축과 일체로 결합되는 회전자와 상기 회전자의 외측 둘레로 소정 간극으로 이격되게 배치되는 고정자 및 상기 고정자를 지지하는 원통 형상의 하우징을 포함하는 레졸버에 있어서상기 고정자는판면을 따라 다수의 코일패턴이 나란히 형성된 띠 모양의 FPCB(flexible printed circuit board)가 원형으로 말린 형태로 상기 하우징의 내측에 고정된 것임을 특징으로 하는 레졸버.,5,10-2011-0023648,2011-03-17,10-2012-0105923,2012-09-26,0,0,엘에스오토모티브 주식회사
JP,P,집중 코일을 가지는 슬롯리스 전기기계,【요약】 본 발명은 원주에 교호 자극을 가지는 자화된 관형 로터와 상기 로터의 외측 횡단부에 실질적으로 대응하는 내측의 횡단부를 가지는 채널부 16에 의해 횡단되는 바디 4를 가지는 고정자를 구비하고 있는 전기기계에 관한 것이다. 상기 바디 4는 복수의 권선 5 a~5 c를 지지하고 있어 상기 고정자는 외측의 강자성 엔벨로프 2에 의해 둘러싸여 있고 상기 바디 4는 횡단 방향 단면에서 권선을 수용하기 위한 길이 방향의 코어부20~22를 가지고 전기 절연 재료로 제작된 3개 4 또는 6개의 반경 방향 돌기부17~19가 연신하고 있어 상기 코어부20~22는 상기 엔벨로프 2의 내면에 합치하는 외면을 가지고 권선 영역을 덮고 있는 주변 확장부30~32가 연신한다. 본 발명은 또한 그러한 전기기계 제조 방법에도 관한다. 【선택도】도 1a ,【청구항1】원주 방향으로 자극을 교대로 가지도록 자화된 관형 로터(7)와 상기 로터(7)의 외측 단면에 실질적으로 대응하는 내측 단면을 가지는 채널부(16)가 관통하는 바디(4)를 가지는 고정자를 구비하고 상기 바디(4)는 복수의 코일(5a~5c)을 지지하고 있어 상기 고정자는 강자성 외측 엔벌로프(2)에 의해 둘러싸여 있고 상기 바디(4)는 단면에서 코일(5a~5c)을 수용하기 위한 길이 방향의 코어부(20~22)를 가지는 전기적 절연 재료로 제작된 3개 4 또는 6개의 반경 방향 돌기부(17~19)가 연신하고 있어 상기 코어부(20~22)는 상기 외측 엔벌로프(2)의 내면에 상보적인 외면을 가지고 권선 영역을 덮고 있는 주변 확장부(30~32)가 연신하고 있는 것을 특징으로 하는 전기기계.,21,2016-520008,2014-10-07,2016-532419,2016-10-13,0,0,MOVING MAGNET TECHNOLOGIES (SA)
US,P,Slotless resolver method for manufacturing same and wiring tool used therefor,The present invention relates to a resolver having a stator for detecting the rotational position of a rotor rotating at the inner center thereof. The stator includes: a stator core having a cylindrical shape; a plurality of excitation windings attached to the inner surface of the stator core at a predetermined distance in the circumferential direction each of the plurality of excitation windings being tightly wound; a plurality of sine output windings stacked and attached to the patterns of the excitation windings in the circumferential direction each of the plurality of sine output windings being loosely wound; and a plurality of cosine output windings stacked and attached to the patterns of the excitation windings in the circumferential direction the sine output windings and the cosine output windings being alternately attached such that the sine output windings and the cosine output windings have the same winding distribution.,1. A resolver comprising a stator for detecting a rotational location of a rotor that rotates in an inner center wherein the stator comprises:a stator core having a cylindrical shape;an excitation winding pattern a sine output winding pattern and a cosine output winding pattern which are stacked to each other;wherein the excitation winding pattern is defined by a plurality of excitation windings attached to an inner surface of the stator core at a specific interval in a circumferential direction and each of the plurality of excitation windings forms a concentration winding;wherein the sine output winding pattern is defined by a plurality of sine output windings provided in the circumferential direction in such a way as to be stacked and each of the plurality of sine output windings forms a distribution winding; andwherein the cosine output winding pattern is defined by a plurality of cosine output windings provided in the circumferential direction in such a way as to be stacked the sine output windings and the cosine output windings being alternately attached such that the sine output windings and the cosine output windings have the same distribution winding.,6,14/377853,2012-12-13,2015-0028861,2015-01-29,9658051,2017-05-23,DAESUNG ELECTRIC CO. LTD
US,P,SLOTLESS ELECTRICAL MACHINE WITH CONCENTRATED WINDING,An electrical machine includes a tubular rotor magnetised to have circumferential polar alternations and a stator including a body that is traversed by a channel having an inner transverse section that substantially corresponds to the outer transverse section of the rotor the body carrying a plurality of windings the stator being surrounded by an outer ferromagnetic envelope the body being extended by three four or six radial projections made from an electrically insulating material having in the transverse cross section a longitudinal core for receiving a winding the core being extended by a peripheral extension having an outer surface that matches the inner surface of the envelope and covers the wound area. A method for producing such an electrical machine is also provided.,1. An electrical machine comprising a tubular rotor magnetised so as to have circumferential pole alternations and a stator comprising a body through which there passes a channel with an inside cross-section corresponding substantially to the outside cross-section of said rotor said body supporting a plurality of coils said stator being surrounded by a ferromagnetic external envelope said body being extended by three four or six radial protuberances made from an electrically insulating material having in cross-section a longitudinal core for receiving a coil said core being extended by a peripheral extension having an external surface complementary to the internal surface of said envelope and covering a wound area.,21,15/025148,2014-10-07,2016-0233734,2016-08-11,0,0,MOVING MAGNET TECHNOLOGIES (MMT)
EP,P,SLOTLESS RESOLVER METHOD FOR MANUFACTURING SAME AND WIRING TOOL USED THEREFOR,The present invention relates to a resolver having a stator for detecting the rotational position of a rotor rotating at the inner center thereof. The stator includes: a stator core having a cylindrical shape; a plurality of excitation windings attached to the inner surface of the stator core at a predetermined distance in the circumferential direction each of the plurality of excitation windings being tightly wound; a plurality of sine output windings stacked and attached to the patterns of the excitation windings in the circumferential direction each of the plurality of sine output windings being loosely wound; and a plurality of cosine output windings stacked and attached to the patterns of the excitation windings in the circumferential direction the sine output windings and the cosine output windings being alternately attached such that the sine output windings and the cosine output windings have the same winding distribution. Therefore it is possible to easily manufacture the resolver without designing a complicated mold necessitated by the removal of a tooth and slot structure in the stator. Also it is possible to remove high-frequency components from an output waveform and easily apply an insulating resin for insulating a coil. In addition the amount of applied insulating resin may be reduced and sufficient insulation characteristics may be further achieved.,A resolver comprising a stator (100) for detecting a rotational location of a rotor that rotates in an inner center wherein the stator (100) comprises: a stator core (110) having a cylindrical shape;an excitation winding pattern a sine output winding pattern and a cosine output winding pattern which are stacked to each other whereinthe excitation winding pattern is defined by a plurality of excitation windings (122) attached to an inner surface of the stator core (110) at a specific interval in a circumferential direction and each forming a concentration winding;the sine output winding pattern is defined by a plurality of sine output windings (132) provided in the circumferential direction in such a way as to be stacked and each forming a distribution winding (132-1); andthe cosine output winding pattern is defined by a plurality of cosine output windings (142) provided in the circumferential direction in such a way as to be stacked the sine output windings (132) and the cosine output windings (142) being alternately attached such that the sine output windings (132) and the cosine output windings (142) have the same distribution winding.,9,2012-867992,2012-12-13,2813819,2014-12-17,2813819,2017-08-09,Daesung Electric Co. Ltd
EP,P,SLOTLESS ELECTRICAL MACHINE WITH CONCENTRATED WINDING,The present invention concerns an electrical machine comprising a tubular rotor magnetised to have circumferential polar alternations and a stator comprising a body (4) that is traversed by a channel (16) having an inner transverse section that substantially corresponds to the outer transverse section of said rotor said body (4) carrying a plurality of windings (5a to 5c) said stator being surrounded by an outer ferromagnetic envelope (2) characterised in that said body (4) is extended by three four or six radial projections made from an electrically insulating material having in the transverse cross section a longitudinal core (20 to 22) for receiving a winding said core (16) being extended by a peripheral extension (30 to 32) having an outer surface that matches the inner surface of said envelope (2) and covers the wound area. The invention also concerns a method for producing such an electrical machine.,0,0,2014-790232,2014-10-07,3055920,2016-08-17,0,0,Moving Magnet Technologies
KR,P,레졸버(Resolver),레졸버에 관한 기술이 개시된다. 본 발명의 일 실시예에 따른 레졸버는 적어도 1상 이상의 여자 코일과 적어도 1상 이상의 출력 코일이 배치되는 스테이터부; 및 상기 스테이터부와 소정 간극을 두고 상기 스테이터부의 내측 중심 공간에 배치되어 회전축을 중심으로 회전하면서 상기 스테이터부와의 갭 퍼미언스(gap permeance)를 변화시키는 로터부를 포함하고 상기 로터부의 두께(tr)와 상기 스테이터부의 두께(ts)가 수학식 tr - ts ≥ 0.7[mm]를 만족함으로써 레졸버 조립 시 통상적으로 발생하는 조립 오차에 의한 영향을 효율적으로 상쇄하고 측정 정밀도를 개선함은 물론 레졸버 설계를 용이하게 하고 제조 비용을 절감한다.,일정한 두께의 환상 구조를 가지며 내측 둘레에 적어도 1상 이상의 여자 코일과 적어도 1상 이상의 출력 코일이 배치되는 스테이터부; 및 일정한 두께의 환상 구조를 가지며 외측 둘레에 방사 방향으로 돌출되는 복수의 돌극이 형성되고 상기 스테이터부와 소정 간극을 두고 상기 스테이터부의 내측 중심 공간에 배치되어 회전축을 중심으로 회전하면서 상기 스테이터부와의 갭 퍼미언스(gap permeance)를 변화시키는 로터부를 포함하는 레졸버에 있어서상기 로터부의 두께(tr)와 상기 스테이터부의 두께(ts)가 아래의 수학식 1을 만족하고상기 로터부는 상기 스테이터부의 상단부 및 하단부로 각각 오버행(overhang)이 발생하도록 설치되는 것을 특징으로 하는 레졸버.[수학식 1]tr - ts ≥ 0.7 [mm],8,10-2015-0156739,2015-11-09,10-2017-0054050,2017-05-17,10-1777286,2017-09-05,엘에스오토모티브 주식회사
KR,P,레졸버(RESOLVER),외부 노이즈에 강건하고 회전 각도 검출의 오차를 줄인 레졸버가 개시된다. 본 발명의 일 측면에 따른 레졸버는 내측으로 다수의 티스와 슬롯이 교대로 형성되는 자성체 재질의 고정자; 내측으로 상기 티스에 대응하는 티스 절연부가 형성되고 상기 고정자의 상하 양면에서 상기 고정자에 장착되는 절연 커버; 및 상기 티스 절연부를 매개로 상기 티스에 권취되는 코일;을 포함하고 상기 절연 커버가 고정된 상태의 슬롯에서 상기 코일이 차지하는 면적비인 하기 수학식으로 정의되는 슬롯당 코일의 점적율이 35% 이하인 것을 특징으로 한다. (수학식) 슬롯당 코일의 점적율=(하나의 슬롯에서 코일들이 차지하는 면적)/(하나의 슬롯의 면적),내측으로 다수의 티스와 슬롯이 교대로 형성되는 자성체 재질의 고정자;내측으로 상기 티스에 대응하는 티스 절연부가 형성되고 상기 고정자의 상하 양면에서 상기 고정자에 장착되는 절연 커버; 및상기 티스 절연부를 매개로 상기 티스에 권취되는 코일;을 포함하고상기 절연 커버가 고정된 상태의 슬롯에서 상기 코일이 차지하는 면적비인 하기 수학식으로 정의되는 슬롯당 코일의 점적율이 35% 이하인 것을 특징으로 하는 레졸버.(수학식)슬롯당 코일의 점적율=(하나의 슬롯에서 코일들이 차지하는 면적)/(하나의 슬롯의 면적),22,10-2015-0159823,2015-11-13,10-2017-0056307,2017-05-23,0,0,엘에스오토모티브 주식회사
KR,P,레졸버(RESOLVER),외부 노이즈에 강건하고 회전 각도 검출의 오차를 줄인 레졸버가 개시된다. 본 발명의 일 측면에 따른 레졸버는 내측으로 다수의 티스와 슬롯이 교대로 형성되는 자성체 재질의 고정자; 내측으로 상기 티스에 대응하는 티스 절연부가 형성되고 상기 고정자의 상하 양면에서 상기 고정자에 장착되는 절연 커버; 및 상기 티스 절연부를 매개로 상기 티스에 권취되는 코일;을 포함하고 상기 권취되는 코일 중 최외주에 위치하는 코일들의 권취 폭 중 가장 긴 권취 폭에 대한 가장 짧은 권취 폭의 비율은 0.69 이상이고 1 이하이다.,내측으로 다수의 티스와 슬롯이 교대로 형성되는 자성체 재질의 고정자;내측으로 상기 티스에 대응하는 티스 절연부가 형성되고 상기 고정자의 상하 양면에서 상기 고정자에 장착되는 절연 커버; 및상기 티스 절연부를 매개로 상기 티스에 권취되는 코일;을 포함하고상기 권취되는 코일 중 최외주에 위치하는 코일들의 권취 폭 중 가장 긴 권취 폭에 대한 가장 짧은 권취 폭의 비율은 0.69 이상이고 1 이하인 것을 특징으로 하는 레졸버.,26,10-2015-0159831,2015-11-13,10-2017-0056313,2017-05-23,0,0,엘에스오토모티브 주식회사
KR,P,자기전자 각도 센서 특히 릴럭턴스 리졸버(MAGNETOELECTRONIC ANGLE SENSOR IN PARTICULAR A RELUCTANCE RESOLVER),본 발명은 에어 랩에 의하여 형성됨으로써 서로 대향되는 적어도 부분적으로 연자성 고정자 (104) 및 적어도 부분적으로 연자성 회전자 (102)를 갖는 릴럭턴스 리졸버(100)와 관련된다. 에어 갭의 자기 저항은 원주를 따라 변화하는 회전자의 구성 때문에 주기적으로 변화한다. 각도 센서는 고정자상에 배열되고 극들의 적어도 하나의 쌍을 통해 에어 갭의 미리 정의된 자속 분포를 생성하는 자속 전송기를 갖는다. 추가로 일정 각도로 서로로부터 오프셋되어 배열되는 신호 극들의 적어도 2개의 쌍들을 통해 자계의 강도를 측정하는 자속 수신기는 고정자상에 배열되며 여기서 고정자에 관한 회전자의 위치에 대한 각도 값은 2개의 수신기 신호들로부터 유도될 수 있다. 발명에 따라 고정자(104)에는 원주에 걸쳐 홈들에 의하여 서로로부터 분리되는 다수의 치형부들(110)이 분포되며 자속 전송기는 치형부들 중 적어도 하나가 1차 권선들을 보유하지 않는 방식으로 배열되는 적어도 2개의 1차 권선들을 포함한다.,자기전자 각도 센서(magnetoelectronic angle sensor)로서적어도 부분적으로 강자성인(ferromagnetic) 고정자(104) 및 적어도 부분적으로 강자성인 회전자(102) ― 상기 고정자 및 상기 회전자는 환형 에어 갭(air gap)을 형성함으로써 서로 대향되고 상기 회전자가 회전축(106)을 중심으로 회전할 때 원주(circumference)를 따라 변하는 상기 회전자의 형태로 인하여 상기 에어 갭의 자기 저항이 주기적으로 변화함 ―;상기 고정자(104)상에 배열되고 그리고 극(pole)들의 적어도 하나의 쌍을 통해 상기 에어 갭에 미리 정의된 자속(magnetic flux) 분포를 생성하는 자속 전송기; 및상기 고정자(104)상에 배열되고 그리고 서로로부터 일정 각도로(at an angle) 오프셋되어 배열되는 신호 극들의 적어도 2개의 쌍들을 통해 자계의 강도를 측정하는 자속 수신기 ― 상기 고정자(104)에 관한 상기 회전자(102)의 위치에 대한 각도 값은 상기 2개의 수신기 신호들로부터 유추될 수 있음 ―를 포함하며 상기 고정자(104)는 상기 원주에 걸쳐 분포되는 다수의 치형부들(teeth)(110)을 가지며 상기 다수의 치형부들(110)은 홈(groove)들에 의하여 서로로부터 분리되고 그리고 상기 자속 전송기는 상기 치형부들 중 적어도 하나가 1차 권선들을 보유(carry)하지 않는 방식으로 배열되는 적어도 2개의 1차 권선들을 포함하고 상기 자속 전송기의 1차 권선 및 상기 자속 수신기의 2차 권선은 각각의 경우에 교번하여(in alternation) 상기 원주에 걸쳐 분포되는 상기 고정자(104)의 상기 치형부들(110)상에 배열되는 자기전자 각도 센서.,14,10-2011-7030110,2010-04-23,10-2012-0023800,2012-03-13,10-1688202,2016-12-14,타이코 일렉트로닉스 벨지움 이씨 비브이비에이
