국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인
US,P,Method of rock bolting and rock bolt,A rock bolt comprises an inflatable tube (11) which has a deep longitudinal depression (12). A wire coil (20) is mounted on the tube before the bolt is inserted in the borehole. When pressurized by high pressure water the tube (11) expands and clamps the coil (20) between itself and the borehole and the tube (11) is thereby permanently anchored in the borehole. The depression (12) develops during the expansion but the coil (20) prevents full expansion of the tube (11).,1. A method of rock bolting comprising: inserting a rock bolt (10) in a borehole which rock bolt comprises a radially expansible tube (11) which before being used has a deep longitudinal depression (12) and is closed at its inner end (14);then coupling the outer end (13) of the tube (11) to an external source of hydraulic high pressure fluid so that the tube (11) is plastically deformed to expand so as to cause permanent gripping action against the inner surface of the borehole whereafter the tube (11) is relieved of pressure; andbefore expanding of said tube (11) by said pressure fluid mounting a radially expandable insert means (20) between the tube (11) and the borehole said insert means (20) surrounding the tube so that said deep longitudinal depression (12) cannot be fully expanded in the borehole when the tube (11) is plastically deformed to radially expand upon application of said high pressure fluid said insert means engaging both the tube and the inner surface of the borehole so as to be clamped therebetween.,10,06/434177,1982-10-14,0,0,4511289,1985-04-16,Atlas Copco Aktiebolag
US,P,Method of rock bolting and tube-formed expansion bolt,A tube-formed rockbolt is partly circular in its cross-section and opposite its circular portion (12) it has a deep depression (16-18). Its ends are sealed and its outer end has a hole (44 45) or a fitting (24) through which the bolt can be supplied with high pressure water that expands the tube to anchor it in the borehole.,1. In a method of rock bolting wherein an elongated tube-formed bolt is first inserted into a borehole and then expanded against the borehole the improvement comprising:inserting a bolt freely into the borehole which before being expanded in its tubular cross-section has a peripheral length in a direction transverse to the axial direction of the bolt that exceeds the circumference of the borehole the bolt having a closed cross-section and having at least a part of its closed cross-section initially inwardly collapsed toward the axis of the tube continuously along a substantial length of the tube so that in its initially collapsed state it is slimmer than the borehole and so that it can be freely inserted into the borehole; thenexpanding at least the collapsed portion of said bolt by temporarily applying an expansion medium internally of the tube such that at least the non-collapsed portion of the tube is moved into contact with the borehole to frictionally clamp against the walls of the borehole; and thenremoving the application of said expansion medium after expansion and clamping of the expanded portion of the tube against the walls of the borehole the expanded portion of the tube remaining frictionally clamped against the walls of the borehole even after removal of application of said expansion medium.,16,06/572858,1984-01-23,0,0,4634317,1987-01-06,Atlas Copco Aktiebolag
US,P,Method of rock bolting and tube-formed expansion bolt,A tube-formed rockbolt is partly circular in its cross-section and opposite its circular portion (12) it has a deep depression (16-18). Its ends are sealed and its outer end has a hole (44 45) or a fitting (24) through which the bolt can be supplied with high pressure water that expands the tube to anchor it in the borehole.,1. A tube-formed elongated expansion bolt comprising: an expansible elongated tube having a deep continuous longitudinal depression which extends inwardly of the bolt toward the axis of the bolt the tube having a major closed cross-sectional portion in the area of the deep longitudinal depression and the tube being closed at one end thereof which is the bottom end thereof;said tube having a longitudinal portion in the area of the longitudinal depression which has a peripheral length in a cross-section which exceeds the periphery of a circle having a diameter equal to the largest transverse dimension of the bolt in the cross-section of the bolt;said longitudinal portion being expandable to increase said largest transverse dimension of said bolt under the temporary application of high-pressure fluid to the interior of said tube without stretching the material of said tube; andcoupling means at the end portion of said bolt opposite said bottom end for applying high-pressure fluid to the interior of said tube to expand said tube against a borehole so as to cause permanent gripping action of the tube against the inner surface of the bore hole without stretching the material of the tube the pressure being released after expansion of said bolt.,13,06/572830,1984-01-23,0,0,4509889,1985-04-09,Atlas Copco Aktiebolag
US,P,Method of stabilizing a rock structure,A rock bolt in the form of a steel tube (11) is placed in a borehole in rock and is then expanded against the rock by means of an expandable body (15) inside it. The expandable body (15) comprises a rubber hose which is temporarily pressurized to a pressure that is usually 50-100 MPa so that the bolt anchors in the borehole. The expandable body (15) is part of a mounting tool and it is withdrawn immediately when depressurized.,1. A method of stabilizing a rock structure comprising: boring a borehole in said rock structure;inserting a tubular stabilizer into said borehole such that at least a portion of said tubular stabilizer protrudes from said borehole said tubular stabilizer being made of mild steel and having a substantially circular cross-section which is slimmer than the cross-section of said borehole;pressurizing an expandable body inside said tubular stabilizer while said tubular stabilizer is in said borehole by applying a pressure fluid to the interior of said expandable body to thereby expand said expandable body within said tubular stabilizer past the inner original perimeter limits of said tubular stabilizer over a substantial portion of the length of said tubular stabilizer so that said tubular stabilizer is widened radially over a substantial portion of its length to fill irregularities of said borehole and is caused to elastically widen the rock around said tubular stabilizer; andthen depressurizing said expandable body to reduce the diameter of said expandable body so as to release said expandable body from said tubular stabilizer and then removing said expandable body from said tubular stabilizer which is left anchored in said borehole by a shrinkage fit between the rock and said tubular stabilizer when said rock shrinks after depressurization of said expandable body.,18,06/874627,1986-06-16,0,0,4696606,1987-09-29,Atlas Copco Aktiebolag
US,P,Device in impact machines,Device in impact machines. The device comprises a number of rods (6) provided with projections (51). The rods are journalled in a surrounding set of tubes (7) by means of elastic bushings (5253) which are provided with grooves (57) through which said projections can be passed.,1. Device in impact machines comprising a maching housing (3 11) a hammer piston (4) movable to-and-fro in the machine housing and arranged to deliver impacts against a tool and a rotary device (12 13) for rotation of the tool said tool comprising a central set of rods comprising a plurality of rods (6) and a set of tubes comprising a plurality of interconnected tubes (7) surrounding the set of rods said rods (6) being provided with projections (51) characterized in that said plurality of rods rest loosely against each other each of said plurality of rods being provided with at least one of said projections (51) each of said plurality of said rods (6) being guided by elastic bushings (52 53) arranged in said tubes (7) and said elastic bushings comprising a plurality of grooves (57) through which said projections (51) can be passed.,1,07/476989,1990-02-08,0,0,5005656,1991-04-09,Atlas Copco MCT AB
US,P,Device for efficient energy transfer and damping of impact drilling machines,Device in impact machines. The device comprises a first chamber (5) which is connected to an accumlator (6) and the pressure of which is used to hold together a set of rods (2) forming part of the drill tool. Furthermore there is a second chamber (7) to damp the recoil from the set of rods.,1. A device in impact machines for drilling by means of a drill string said device comprising a set of tubes (1) for transferring rotation to a drill bit and a set of separate rods (2) arranged centrally in the set of tubes for transferring impact energy from a hammer piston (4) movable to and fro in a machine housing (3) to said drill bit characterized in that said device comprises a first chamber (5) and a second chamber (7) defined within said machine housing (3) a piston movable within said machine housing (3) said piston having a surface in fluid communication with said first chamber (5) such that liquid pressure within said first chamber determines a forwardly directed force transferred by said piston and an accumulator (6) coupled in fluid communication to said first chamber said piston being movable into said second chamber in closely fitting relationship therein to entrap a liquid volume for damping a recoil from said set of rods causing said piston to move in a rearwardly direction.,2,07/476985,1990-02-08,0,0,4993504,1991-02-19,Atlas Copco MCT AB
US,P,Device for controlling the passage of a flushing medium in impact machines,Device in impact machines. The device comprises a set of rods comprising a number of rods (6) which are journalled in a surrounding set of tubes (7) by means of elastic bushings (52 53). One of the bushings is provided with a lip (54) which sealingly rests against the rod (6) when flushing medium is not supplied to the space between the set of rods and the set of tubes but allows passage of flushing medium at drilling.,1. Device in impact machines comprising a machine housing (3 11) a hammer piston (4) movable to and fro in the machine housing and arranged for delivering impacts against a tool and a rotary device (12 13) for rotation of the tool said tool comprising a central set of rods including a plurality of rods (6) a set of tubes comprising a plurality of interconnected tubes (7) surrounding the set of rods and means for supplying flushing medium under pressure to a space between said set of rods and said set of tubes characterized in that said rods (6) are guided by elastic bushings (52 53) arranged in said tubes (7) one of said elastic bushings (53) comprising a lip (54) which is arranged to sealingly rest against the rod (6) when flushing medium is not supplied and to allow passage of flushing medium when flushing medium is supplied and said lip (54) being provided with a plurality of longitudinal cuts such that said lip can be readjusted between said sealing position resting against the rod and an open position allowing passage of said flushing medium.,1,07/479714,1990-02-14,0,0,4991669,1991-02-12,Atlas Copco MCT AB
US,P,Device for setting a rock bolt,Device for setting a rock bolt. The device is provided with a bolt magazine (6) arranged on a feed beam (1). Rock bolts (8) are transferred from the bolt magazine to the setting position in line with a hole drilled in the rock by means of a swingable arm (9) and displacement of a bolt setting machine (5).,1. Device for setting a rock bolt comprising a feed beam (1) a slide (2) movable to-and-fro along the feed beam a machine switch (3) by means of which a rock drilling machine (4) or a bolt setting machine (5) is movable between a first rest position and a first working position on said slide (2) at the same time as the other of said machines is movable between a second working position on said slide and a second rest position each of said machines having a working position on said same slide; said device further including a bolt magazine (6) arranged on said feed beam (1) a finger (7) by means of which a rock bolt (8) can be inserted into said bolt setting machine (5) when the bolt setting machine is in its said rest position and a swingable arm 9; said swingable arm (9) and said bolt setting machine (5) being arranged to transfer the rock bolt (8) from said bolt magazine (6) to a setting position.,1,07/721114,1991-06-26,0,0,5114279,1992-05-19,Atlas Copco Construction and Mining Technique AB
US,P,Drill string component,Drill string component for top hammer drilling comprising a rod (13) surrounded by a tube packet (45). The rod is provided with a thickened section (14) for cooperation with a diameter reduction (15) in the tube packet which at upwards drilling is situated below the section (14). Through this flushing liquid is prevented from flowing out of the drill string when the drill string is extended.,1. A first drill string component connectable to at least a second drill string component of a top hammer drilling apparatus including a rock drilling machine (1) and a drill bit (3) said drill string components being disposed between said rock drilling machine and said drill bit said first drill string component comprising a rod (13) for transferring impact energy between said rock drilling machine and said drill bit arranged at a front end of said first drill string and a tube packet (4 5) positioned around said rod said tube packet comprising two tubes for transferring rotational movement between said rock drilling machine and said drill bit said rod having a section defining a diameter larger than other portions of said rod said tube packet (4 5) having a section defining a diameter less than other portions of said tube packet said lesser diameter section of said tube packet being positioned below said larger diameter section of said rod during drilling in an upward orientation said larger diameter section of said rod and said lesser diameter section of said tube packet being defined for sealing cooperation with each other.,2,07/787069,1991-11-04,0,0,5209311,1993-05-11,Atlas Copco Construction and Mining Technique AB
US,P,Rock drilling device,Rock drilling device comprising a backhammer unit (10) in which a hammer piston (9) is movable to-and-fro for automatically exposing a tube string (4) to impacts in a direction away from a drill bit (8) in the tube string. The backhammer unit comprises a housing (13) and a springloaded tube part (14). The housing and the tube part form between them a first valve (16) and a second valve (17). At drilling the first valve which controls the supply of driving medium to said hammer piston is closed and the second valve which controls the flushing medium flow is open. At backwards feeding of the rock drilling machine (2) along the feed beam (1) with a force which exceeds a predetermined value the first valve is open and the second valve is closed.,1. Rock drilling device comprising a rock drilling machine (2) arranged on a feed beam (1) a tube string (4) connected to the rock drilling machine for rotation of a drill bit (8) arranged at a front end of the tube string a first hammer piston (5) for impacting said drill bit and a feeding device (6) for feeding said rock drilling machine to-and-fro along the feed beam characterized in that the rock drilling device comprises a backhammer unit (10) having a housing (13) in which a second hammer piston (9) is movable to-and-fro said backhammer unit further comprising a first valve (16) for automatically supplying driving medium to said second hammer piston when the rock drilling machine (2) is fed backwards along the feed beam (1) with a force which exceeds a predetermined value whereby said tube string (4) is exposed to impacts in a direction away from the drill bit (8).,3,08/040863,1993-03-31,0,0,5320189,1994-06-14,Atlas Copco Rocktech AB
US,P,Drill string component for drilling with a liquid driven drilling machine,Drill string component for use at drilling with a liquid driven down-the-hole drilling machine (1) comprising three coaxial tubes (246) for forming channels for supply of driving medium to the down-the-hole drilling machine return of the driving medium after it has done its work and supply of flushing medium to the bore hole. The outer tube (2) of the drill string component is provided with a first end piece (7) which is axially displaceable relative to the outer tube and axially lockable relative to the outer tube in an outer position so that the inner tubes (46) are protected against damage when the drill string component is not connected with another drill string component the hammer device (1) or a rotary device (9) for rotation of the drill string.,1. Drill string component for drilling with a liquid driven down-the-hole drilling machine including a hammer device (1) comprising an outer tube (2) an intermediate tube (4) guided in said outer tube by spacers (3) an inner tube (6) guided in said intermediate tube by spacers (5) said outer tube being provided with a first (7) and a second (8) end piece at its end for connection of the drill string component (20) to other of said drill string components (30) or to said hammer device (1) or to a rotary device (9) and the drill string component (20) comprises seals (10 11) for sealing connection of said intermediate and inner tubes (4 6) to intermediate and inner tubes (34 36) of an adjacent one of said other drill string components (30) or to said hammer device (1) or to said rotary device (9) characterized in that said first (7) of the end pieces of the outer tube is connected to the outer tube (2) by a coupling (12) which allows axial displacement of the first end piece (7) relative to the outer tube (2) between an inner position and an outer position and that the first end piece and the outer tube in one relative position are nonturnably connected to each other and that the first end piece is axially lockable relative to the outer tube so that either of said first and second end pieces protects the ends of the intermediate and inner tubes when the first end piece is at said outer position.,3,08/058645,1993-05-07,0,0,5375670,1994-12-27,Atlas Copco Rocktech AB
US,P,Tubeformed rock bolt,A tubeformed rock bolt having a closed cross section includes a tube (11) provided with a longitudinal depression (12). First and second sleeves are provided at the ends of the tube and the sleeves are welded to the tube so that a closed compartment is formed. The second sleeve has a radial groove for providing a desired angular position to the rock bolt and a tool used for setting the bolt and a first hole for injection of cement. The tube is additionally provided with a second hole near a first end for venting the closed compartment.,1. Tubeformed rock bolt with closed cross section comprising a tube (11) provided with a longitudinal depression (12) along at least a part of its length a first sleeve (14) surrounding the tube at a first end (21) of the tube a second sleeve (13) surrounding the tube at a second end (22) of the tube and a first hole (18) through said second sleeve (13) and said tube (11) for connecting a closed room (23) confined by the rock bolt with the surroundings characterized in that the rock bolt near the second end (22) of the tube (11) is provided with orientation means (20) for giving the rock bolt a predetermined angular position in a tool and that the rock bolt near the first end (21) of the tube (11) is provided with a second hole (19) which connects said closed room (23) with the surroundings.,2,08/737779,1996-11-25,0,0,5765969,1998-06-16,Atlas Copco Rock Drill AB
US,P,Casing tube with casing shoe,A casing tube formed from plastic and a casing shoe formed from metal are provided for drilling in layers of earth or rock. The casing shoe is locked to the casing tube by threads grooves or flanges provided on a reduced diameter portion of the casing shoe. A tube-formed extension is provided in the casing shoe for protecting the casing tube from damage during a drilling operation.,1. A casing tube having a casing shoe for drilling layers of earth or rock by means of impact drilling said casing shoe (5) being formed from metal and said casing tube (4) being formed from plastic and fastened to said casing shoe said casing shoe having a first portion (7) thereof having an outer diameter substantially the same as that of said casing tube said casing shoe having a second portion (6) thereof to which said casing tube is fastened said second portion of said casing shoe having a diameter less than said diameter of said first portion of said casing shoe wherein said second portion of said casing shoe defines threads for locking said casing shoe (5) to said casing tube (4); said casing shoe being provided with a tubeformed extension (32) which extends into the casing tube (4) for protecting said casing tube along a region at which said casing tube is fastened to said casing shoe.,5,08/732309,1997-03-31,0,0,5813484,1998-09-29,Atlas Copco Craelius AB
US,P,Tube-formed expansion rock bolt,A tube-formed rock bolt is expandable into contact with the wall in a bore hole without stretching the periphery of the rock bolt. The rock bolt has an elongated tube (12) with a closed cross section. The tube is provided with a longitudinal depressed part (13). End pieces (14 24) are secured to the ends of the tube and the end pieces are provided with axial channels (15 35) having peripheries which provide a seal resulting from deformation of material when the rock bolt is assembled by joining together different sections. By connecting one end (30) of the assembled rock bolt to a high pressure pump (39) the entire assembled rock bolt can be expanded at the same time.,1. A tube-formed rock bolt comprising an elongated tube (12) with closed cross section and provided with a longitudinal depressed part (13) which at expansion of the rock bolt increases in diameter without stretching the periphery of the tube and an end piece (14) provided with an axial channel (15) connected to a space (16) defined by said tube (12) characterized in that said end piece (14) is provided with a thread (17) for connection with a further rock bolt (10) and that the raised periphery (19) of said channel (15) is formed to sealingly cooperate through deformation with a channel periphery (20) of an end piece (24) on said further rock bolt.,2,09/125535,1998-10-19,0,0,5997219,1999-12-07,Atlas Copco Rock Drill AB
US,P,Locking device for a wire line core drilling system and a method for core drilling,The present invention relates to a locking device ( 4 ) for a wire line core drilling system comprising an inner tube ( 2 ) by means of which core samples are collected and an outer tube ( 1 ) connected to a drill bit which locking device is applied in the rear end of the inner tube. The locking device ( 4 ) comprises locking members ( 7 9 ) so designed that when the inner tube has been inserted into the outer tube and has assumed the correct position inside the outer tube for drilling in one and the same movement it simultaneously effects mechanical locking of the inner tube ( 2 ) in relation to the outer tube ( 1 ) and release of a gripping means ( 10; 25 ) of an accompanying device ( 5; 26 ) connected to the inner tube.,1. A locking device for a wire line core drill comprising an inner tube by means of which core samples are collected and an outer tube which locking device is applied in the rear end of the inner tube wherein the locking device comprises locking members so designed that when the inner tube has been inserted into the outer tube and has assumed the correct position inside the outer tube for drilling in one and the same movement it simultaneously effects mechanical locking of the inner tube in relation to the outer tube and mechanical release of a gripping means of an accompanying device connected to the inner tube.,18,10/069258,2002-02-21,0,0,6820703,2004-11-23,Atlas Copco Craelius AB
US,P,Device for rock bolting and for automized rock bolting and rock bolting method,A device for rock bolting with an adapter device (10) for connection of a drilling machine (3) to a self drilling rock bolt (7) in which the adapter device has an adapter element (14) which is sealingly surrounded by a swivel sleeve (13) for connection to one or more external source for flushing medium (8) and bolt grouting medium (9) and in which the adapter element has a thread for connecting to a corresponding thread on the rock bolt (7) and an integral connection portion for connection to the drilling machine (3).,1. An adapter device (1) for connecting a drilling machine (3) to a self drilling rock bolt (7) for rock bolting said adapter device including an adapter element (14) which is sealingly surrounded by a swivel sleeve (13) that is arranged for connection of an axial channel through the adapter device (20) which in operation cooperates with an axial flushing channel in the rock bolt to at least one external source for flushing medium (8) and bolt grouting medium (9) wherein the adapter element (14) at a distal end (11) includes a thread for connecting to a corresponding thread on the rock bolt (7) wherein the adapter element (14) at a proximal end (12) includes an integral connection portion for connection to the drilling machine (3) the adapter element and the connection portion thereof being integrally formed as one single element in one piece; and means for maintaining the swivel sleeve (13) surrounding the adapter element (14) at a position outside of said drilling machine (3) during operation of said adapter device.,22,10/555031,2004-05-12,2006-0278414,2006-12-14,7841803,2010-11-30,Atlas Copco Rock Drills AB
US,P,Controlled expansion of rock bolt,The present invention is related to a method for manual installation of rock bolts expandable by means of a pressure media comprising manual coupling of a pressure source to a rock bolt to be expanded. The method comprises the steps of an operator starting a sequence whereby the rock bolt is pressurized to a predetermined pressure and it being ensured that the predetermined pressure is kept for a predetermined period of time. The present invention is also related to such a control system and an apparatus comprising such a control system.,1. A method for manual installation of expandable rock bolts by pressurisation including manual connection of a pressure source to a rock bolt to be expanded characterised in that the method comprises the steps of: an operator starting a sequence whereby the rock bolt is pressurised to a predetermined pressure and ensuring by means of said sequence and by an apparatus comprising a control system comprising means for ensuring that said predetermined pressure is held during a predetermined period of time that the predetermined pressure is kept for a predetermined period of time.,20,10/555026,2004-05-12,2007-0036614,2007-02-15,7320560,2008-01-22,Atlas Copco Rock Drills AB
US,P,Expandable rock bolt and rock bolting system,The present invention is related to a rock bolt (7) expandable by means of a pressure media for insertion into a borehole. The expandable bolt (7) comprises a connection unit (8) with means (11) for detachable interaction with an expansion means (10) for expansion of the rock bolt (7) as well as with a suspension element (16). The connection unit is designed with such external dimensions so that it may be inserted into the bore-hole. The invention also relates to such a rock bolting system.,1. A rock bolting system comprising an expandable rock bolt for insertion in a borehole and expandable by means of a pressure media and including a connection unit an expansion means for expansion of the rock bolt and a suspension element for interaction with the connection unit of the rock bolt wherein the rock bolt connection unit is designed with such external dimensions so as to be insertable into the borehole characterized in that the connection unit comprises means for detachable interaction with the expansion means as well as with the suspension element connectable to the rock bolt and that the connection unit comprises a supporting sleeve surrounding at least parts of a seat of the connection unit where the supporting sleeve supports against the wall of the borehole for preventing any undesired angular displacements between the connection unit and the rest of the rock bolt.,10,10/555030,2004-05-12,2006-0285928,2006-12-21,7270501,2007-09-18,Atlas Copco Rock Drills AB
US,P,Method and device for installing a self-drilling expandable rock bolt and a self-drilling rock bolt,In a method and a device for installing in a rock wall or roof a self-drilling expandable rock bolt (2) having a drill bit portion (5) an expansion portion (9) and a connecting portion (10) in a rock breaking step the self-drilling rock bolt (2) is provided with a rock breaking movement and flushing fluid for producing a bore hole and in an expansion step pressurized expansion fluid is introduced into the expansion portion (9) in order to expand it so as to be fixed to the inside of the bore hole. Expansion fluid is introduced by means of a swiveling device (6) so that the rock bolt (2) is free to move during the rock breaking step and be tightened against the rock bolt (2) in the expansion step in such a way that a sealed channel for expansion fluid is established between an expansion fluid source and the expansion portion (9). The invention also concerns a self-drilling rock bolt.,1. Method for installing in a rock wall or roof a self-drilling expandable rock bolt (2) having a drill bit portion (5) an expansion portion (9) and a connecting portion (10) providing in a rock breaking step the self-drilling rock bolt (2) with a rock breaking movement and flushing fluid for producing a bore hole and introducing in an expansion step pressurized expansion fluid into the expansion portion (9) in order to expand it so as to be fixed to the inside of the bore hole characterized in introducing the expansion fluid by means of a swiveling device (6) which is arranged to co-operate with an outward surface (36) at the region of the connecting portion (10) during installation of the rock bolt so that in an inactive state of the swiveling device the rock bolt (2) is free to move during the rock breaking step and in an active state of the swiveling device tightening it against the rock bolt (2) in the expansion step in such a way that a sealed channel for expansion fluid is established between an expansion fluid source and the expansion portion (9).,20,10/574635,2004-10-20,2007-0122238,2007-05-31,7377724,2008-05-27,Atlas Copco Rock Drills AB
US,P,Arrangement for affixing an expandable packer in a hole,The present invention relates to an arrangement for affixing an expandable packer 22 32 in a hole 30 wherein the arrangement includes a piston-and-cylinder device 11 12 with which the piston can be caused to move in the cylinder with the aid of a pressurized medium. Expansion of the packer is effected with the aid of the movement of the piston 11 by transferring the force generated by piston movement to an expandable part 24 34 of the packer 22 32 so that said part will expand. Expansion of the packer results in the packer being firmly affixed in the hole by means of friction. The arrangement also includes an elongate main body 1 that has a through-penetrating aperture extending in the longitudinal direction of the body. The main body 1 has a front end 3 which faces inwardly of the hole when fastening the packer and towards the packer. The body includes a rear end 4 which carries means 9 for connection to a filler supply means wherewith filler is delivered to the hole via the through-penetrating aperture 2 and via the packer 22 32 subsequent to having affixed the packer in the hole. At least a part of the main body 1 is formed as a piston rod 16 on which and along which the piston 11 can move. The arrangement also includes pressure connection means 10 for connection to said pressurized medium and a connection 19 between said pressure connection means and the piston 11. ,1. An arrangement for affixing an expandable packer in a hole wherein the arrangement includes a piston-cylinder device in which the piston can be caused to move in the cylinder with the aid of a pressurized medium and in which expansion of the packer is achieved with the aid of movement of the piston by transferring force from the movement of the piston to an expandable part of the packer so as to cause the packer to expand wherein expansion of the packer results in the packer being affixed in the hole by means of friction characterized in that the arrangement includes an elongate main body that has a through-penetrating aperture in the longitudinal direction of said body wherein the main body has a front end which faces inwardly of the hole when affixing the packer and faces towards the packer and a rear end of which faces outwardly from the hole; in that at least a part of the main body has the form of a piston rod on which and along which the piston can move; and in that the arrangement includes pressure connecting means for connection to said pressurized medium and a connection means between said pressure connection means and said piston.,13,11/571760,2005-07-07,2008-0302526,2008-12-11,7779908,2010-08-24,Atlas Copco Craelius AB
US,P,Arrangement for injecting and affixing a reinforcing or anchoring element in a rock wall,The present invention relates to an arrangement and to a method for injecting and affixing a reinforcing and/or anchoring element in a rock wall. The arrangement includes means (15; 65) for connection to a reinforcing and/or anchoring element (2; 62) an injection pipe (9) which is connected to the coupling means at a front end facing inwardly in the hole and which includes means (7) for connection to means for supplying injection medium (8). The arrangement also includes a check valve (10) for co-action with the injection medium and an expandable seal (10; 50; 60). The arrangement is designed as a separate unit that can be loosened from the reinforcing and/or anchoring element upon completion of the injection phase. The method comprises corresponding process steps.,1. An arrangement for injecting and affixing a reinforcing and/or anchoring element in a hole in a rock wall wherein the arrangement includes a means for connection to a reinforcing and/or anchoring element an injection pipe which is connected to said coupling means at a front end facing in towards the hole and which also includes means for connection to an injection medium supply means wherein the arrangement also includes a check valve for co-action with the injection medium and an expandable seal characterized in that the arrangement consists of a separate unit that can be released from the reinforcing and/or anchoring element upon completion of the injection phase.,18,11/571777,2005-07-07,2009-0052995,2009-02-26,0,0,ATLAS COPCO CRAELIUS AB
US,P,Elongate element tensioning member,An adjustable yield rock bolt that comprises an elongated tensile support member that interacts with at least one gouging member and a receiving member capable of receiving the elongated tensile support member and hold the gouging member segment there between wherein the elongated tensile support member extends beyond the receiving member a length that corresponds to a predetermined amount of yield before ultimate failure. The bolt has adjustability by allowing for controlled yield by gouging of the elongated tensile support member for any length of displacement.,1. An adjustable yield rock bolt comprising: an elongated tensile support member;a gouging member;a receiving member capable of receiving the elongated tensile support member and pre-tensioning the gouging member there between wherein the gouging member is pre-tensioned into the elongated tensile support member under pressure prior to installation to provide a particular preset yield and wherein the elongated tensile support member includes a smooth surface so as to have a more controlled yield under tension the smooth surface being configured to reduce spikes from the gouging member encountering sectors having different diameters or surface conditions wherein the smooth surface comprises an entire yield length of the elongated tensile support member to be gouged wherein the pretensioning includes at least one of: driving the elongated tensile support member through the receiving member wherein the driving causes the gouging member to dig into the elongate tensile support member; andpulling the elongated tensile support member through the receiving member wherein the pulling causes the gouging member to dig into the elongate tensile support member.,28,11/231128,2005-09-20,2006-0067795,2006-03-30,7927042,2011-04-19,Atlas Copco MAI GmbH
US,P,Elongate element tensioning member,An adjustable yield rock bolt that comprises an elongated tensile support member that interacts with at least one gouging member and a receiving member capable of receiving the elongated tensile support member and hold the gouging member segment there between wherein the elongated tensile support member extends beyond the receiving member a length that corresponds to a predetermined amount of yield before ultimate failure. The bolt has adjustability by allowing for controlled yield by gouging of the elongated tensile support member for any length of displacement.,1. An adjustable yield grouted rock anchor bolt comprising: an elongated tensile support member; at least one gouging member segment wherein the gouging member segment has an interference fit with the elongated tensile support member; a receiving body with an opening that is dimensioned to receive the elongated tensile support member within the opening and the opening having at least one retaining indent to moveably couple the gouging member segment with respect to the receiving body and the elongated tensile support member during gouging wherein the elongated tensile support member extends beyond the receiving body a length that corresponds to a predetermined amount of yield before ultimate failure; and a debonder placed upon the elongated tensile support member.,40,11/231184,2005-09-20,2006-0072972,2006-04-06,7147404,2006-12-12,Atlas Copco MAI GmbH
US,P,Device and method for installing a rock bolt and a rock bolt installation rig,A device (5) for installing a pressure fluid expandable rock bolt (4) of the kind having a tubular expansion portion and a fitting portion said device at a distal portion having chuck means for gripping the fitting portion and for establishing a sealed connection between a fluid source and the inlet said device extending essentially in an axial direction. The device includes at a proximal portion a holder portion (11) that is adapted to be fitted to a drill string engagement element (27) of a rock drilling machine. The invention also concerns a method and a rig.,1. A device (5) for installing a pressure fluid expandable rock bolt (4) of the kind having a tubular expansion and a fitting portion said device at a distal portion having chuck means (12) including gripping means and sealing means arranged to grip said fitting portion and to establish a sealed connection between a fluid source and a fluid inlet of said rock bolt said device extending essentially in an axial direction wherein the device at a proximal portion includes a holder portion (11) that is adapted to be fitted to a drill string engagement element (27) of a rock drilling machine (3) and wherein the device includes flexing means (13) positioned axially between the chuck means and the holder portion for allowing a limited pivoting movement between the chuck means and the holder portion.,20,11/886552,2006-03-24,2009-0016823,2009-01-15,7811031,2010-10-12,Atlas Copco Rock Drills AB
US,P,Device for expanding and/or evacuating parts of anchors,After a rock anchor (1) in particular an expandable friction tube anchor (1) comprising an anchor bolt (2) has been inserted into a pre-sunk borehole with an end sleeve (4) first an adapter (6) having a liquid inflow and outflow is arranged on a sleeve (3). On the one hand a holding pressure which secures the adapter (6) to the sleeve (3) is produced via a holding-pressure line (8). On the other hand fluid flows into the anchor bolt (2) via an expansion line (7) and starts to fill said bolt. In the process the increase in pressure (inflation pressure) causes the anchor bolt (2) to expand in the borehole with the result that its outer surface presses against the borehole wall and thus secures the rock anchor (1) in the borehole. A gas supply connected to the adapter (6) makes it possible for a gas under pressure in particular compressed air to be introduced into the anchor bolt (2) before and/or after the expansion thereof. The compressed gas is relieved following the removal of the adapter (6) (pressure equalization) and conveys the fluid contained in the anchor bolt (2) virtually completely from the anchor (1).,1. A device for expanding and evacuating an expandable part (2) of a rock anchor (1) the device comprising: an anchor plate; andan adapter (6) removably attachable to the anchor (1)wherein the adapter is connected both via at least one fluid line (7 8) to a pump (9) and also to the expandable part (2) the pump connected to a fluid source providing fluid for expanding the expandable part (2) by fluid-filling the expandable part (2) andwherein the adapter is further connected to a gas supply the gas supply arranged for evacuating the fluid-filled expandable part (2) in a controlled manner by emerging the pressurized gas into the fluid-filled part (2) and pressurized gas routing the fluid out of the expandable part (2).,20,11/919644,2006-12-14,2010-0074695,2010-03-25,8152416,2012-04-10,Atlas Copco MAI GmbH
