국가코드,특허/실용 구분,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표,공개일,등록번호,등록일,출원인
JP,P,온도 센서,【요약】 【과제】통형 부재에 만곡부를 가지는 구성의 온도 센서에 있어서 만곡부에서의 시스부재의 진동을 억제할 수 있는 기술을 제공하는 것을 목적으로 한다. 【해결 수단】온도 센서는 온도에 의해 전기적 특성이 변화하는 감온 소자와 감온 소자가 선단부에 접속된 금속심선과 금속심선을 절연 지지하는 시스관을 가지는 시스부재와 시스부재 후단 측을 내부에 수납하는 통형 부재를 구비한다. 통형 부재에는 축선이 만곡된 만곡부가 형성되어 있고 만곡부의 내부를 구성하는 내벽과 시스부재의 시스관의 외벽과의 간극에는 시스부재를 지지하는 지지 부재가 배치되어 있다. 【선택도】도 1 ,【청구항1】온도에 의해 전기적 특성이 변화하는 감온 소자와 상기 감온 소자가 선단부에 접속된 금속심선과 상기 금속심선을 절연 지지하는 시스관을 가지는 시스부재와 상기 시스부재 후단 측을 내부에 수납하는 통형 부재를 구비한 온도 센서로서 상기 통형 부재에는 축선이 만곡된 만곡부가 형성되어 있고 상기 만곡부의 내부를 구성하는 내벽과 상기 시스부재의 상기 시스관의 외벽과의 간극에는 상기 시스부재를 지지하는 지지 부재가 배치되어 있는 것을 특징으로 하는 온도 센서.,7,2009-170769,2009-07-22,2011-027450,2011-02-10,5192460,2013-02-08,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【과제】온도 센서가 노출되는 환경에 관계없이 나사가 느슨해질 가능성을 저하시킬 수 있는 온도 센서를 제공한다. 【해결 수단】온도 센서 1은 배기관 100의 주벽 101에 마련된 암 나사부 112에 체결할 수 있음으로써 배기관 100에 고정된다. 온도 센서 1은 배기관 100의 내부를 흐르는 배기가스의 온도를 측정한다. 온도 센서 1은 배기관 100의 암 나사부 112에 체결할 수 있는 수나사부 81을 구비한다. 수나사부 81의 나사산 84에는 슬릿 85가 형성된다. 슬릿 85는 나사산 84의 선단에서 온도 센서 1의 지름 방향 내향으로 움푹 들어간 홈 형 부위이며 나사산 84가 연장되는 방향을 따라 연속해서 형성된다. 수나사부 81을 암 나사부 112에 체결하면 수나사부 81의 나사산 84는 슬릿 85의 개구폭이 좁아지는 방향으로 탄성 변형한다. 【선택도】도 2 ,【請求項1】측정 대상 유체가 흐르는 관의 주벽에 마련된 설치보스부의 내측에 형성된 암 나사부에 체결할 수 있어 상기 관에 장착됨으로써 상기 측정 대상 유체의 온도를 측정하는 온도 센서로서 상기 암 나사부에 체결할 수 있는 수나사부를 구비하고 상기 수나사부의 나사산은 선단에서 지름 방향 내향으로 움푹 들어가 또한 나사산의 연장되는 방향을 따라 연속하는 홈형으로 형성된 슬릿을 구비하고 상기 수나사부의 나사산은 상기 수나사부를 상기 암 나사부에 체결했을 때 상기 슬릿의 개구폭이 좁아지는 방향으로 탄성 변형 가능하게 형성된 것을 특징으로 하는 온도 센서.,2,2011-167636,2011-07-29,2013-029482,2013-02-07,0,0,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【과제】측정 대상체로의 설치 작업의 효율을 향상시킬 수 있는 온도 센서를 제공하는 것을 목적으로 한다. 【해결 수단】온도 센서 1에는 선단 측 13이 폐색된 통형 금속 튜브 11의 내부에 서미스터 소자 21이 마련된다. 서미스터 소자 21보다 금속 튜브 11 후단 측에 금속 튜브 11의 지름 방향 외측으로 돌출되는 플랜지 60이 마련된다. 금속 튜브 11이 내삽되는 너트 80이 플랜지 60 및 너트 80에 걸쳐 경화한 수지 부재에 의해 플랜지 60보다 후단 측에서 임시고정된다. 【선택도】도 1 ,【請求項1】축선 방향으로 연장되는 통형을 이루어 측정 대상체의 내부에 삽입되는 선단 측이 폐색된 지지부와 상기 지지부의 선단 측 내부에 마련되는 감온 소자와 상기 지지부 중 상기 감온 소자보다 후단 측 주위에 마련되는 플랜지로서 지름 방향 외측으로 돌출되어 상기 측정 대상체와 맞닿는 돌출부를 가지는 플랜지와 상기 플랜지의 상기 돌출부보다 후단 측에 설치되고 상기 지지부가 내삽되는 축 구멍 및 상기 측정 대상체에 나사 결합되는 나사산을 가지는 너트와 상기 플랜지 및 상기 너트에 걸쳐 경화한 수지 부재로 구성되는 임시 고정부를 구비한 것을 특징으로 하는 온도 센서.,4,2011-159249,2011-07-20,2013-024707,2013-02-04,0,0,NGK SPARK PLUG CO LTD
JP,P,온도 센서 및 온도 센서 제조 방법,【요약】 【과제】소자 수용부재 내의 감온 소자의 위치 결정이 되면서 소자 수용부재 내의 감온 소자로의 통기를 확보한 온도 센서를 제공한다. 【해결 수단】온도 센서는 시스부재와 시스관의 일단에 설치된 감온 소자와 시스부재 중 적어도 일부와 감온 소자를 수용하는 소자 수용부재로서 시스관의 일부가 수용되는 통형 몸통부와 몸통부에서 지름이 좁혀진 단차부를 통해 연설되고 감온 소자의 외경보다 크고 시스관의 외경보다 작은 내경의 선단부를 가지는 소자 수용부재를 구비한다. 소자 수용부재의 선단부 내에 감온 소자가 배치됨과 동시에 시스관의 일단이 소자 수용부재의 단차부에서 시스관의 기단 측에 이격된 위치에 위치 결정되어 있고 소자 수용부재와 시스관이 소자 수용부재의 몸통부 지름 방향에서 단속적으로 3 이상의 방향에서 코킹처리라고 고정되어 있다. 【선택도】도 2 ,【청구항1】소정의 외경 및 길이를 구비한 시스관의 내부를 관통하고 상기 시스관의 일단에 있어서 돌출되는 도전체를 상기 시스관에 고정한 시스부재와 상기 시스관의 외경보다 작은 지름의 감온 소자로서 상기 도전체에 전기적으로 접속되고 상기 시스관의 상기 일단에서 소정량 돌출된 위치에 설치된 감온 소자와 상기 시스부재 중 적어도 일부와 상기 감온 소자를 수용하는 소자 수용부재로서 상기 시스관 중 적어도 일부가 수용되는 통형 몸통부와 상기 몸통부에서 지름이 좁혀진 단차부를 통해 연설되고 상기 감온 소자의 외경보다 크고 상기 시스관의 외경보다 작은 내경의 선단부를 가지는 소자 수용부재를 구비한 온도 센서에 있어서 상기 선단부 내에 상기 감온 소자가 배치됨과 동시에 상기 시스관의 상기 일단이 상기 소자 수용부재의 상기 단차부에서 당해 시스관의 기단 측에 이격된 위치에 위치 결정되어 있고 상기 소자 수용부재와 상기 시스관이 당해 소자 수용부재의 몸통부 지름 방향에서 단속적으로 3 이상의 방향에서 코킹처리라고 고정되어 있는 것을 특징으로 하는 온도 센서.,5,2009-105781,2009-04-24,2010-256144,2010-11-11,5167191,2012-12-28,NGK SPARK PLUG CO LTD
JP,P,유체의 압력 및 온도를 측정하는 센서 장치,【요약】　　　（수정유） 【과제】 보다 높은 온도 범위에서 사용할 수 있고 또한 완전하게 밀봉된 온도와 압력의 감지를 조합한 장치를 제공한다. 【해결 수단】 유체의 압력과 온도를 측정하는 센서 장치 1이 개시된다. 센서 장치 1은 온도 감지 전기 소자 3과 압력 감지 전기 소자 6을 가지며 온도 감지 전기 소자 3과 압력 감지 전기 소자 6은 함께 금속성 멤브레인 구조 4 16의 한 쪽에 결합된다. 금속성 멤브레인 구조는 멤브레인 구조 4 16의 다른 한쪽에 있는 유체의 온도를 온도 감지 전기 소자 3에 전달해 유체의 압력을 압력 감지 전기 소자 6에 전달하도록 배치된다. 이렇게 하여 압력 센서와 온도 센서의 조합을 얻을 수 있고 이것은 냉매로서 CO2를 동 빌려주는 교통기관의 공조 장치에 적용된다. 【선택도】 도 1 ,【청구항1】유체의 압력과 온도를 측정하는 센서 장치로서 상기 센서 장치는 온도 감지 전기 소자와 압력 감지 전기 소자를 가지며 상기 온도 감지 전기 소자와 상기 압력 감지 전기 소자는 함께 멤브레인 구조의 한 쪽에 결합되고 금속성 상기 멤브레인 구조는 당해 멤브레인 구조의 다른 한쪽에 있는 유체의 온도를 상기 온도 감지 전기 소자에 전달해 유체의 압력을 상기 압력 감지 전기 소자에 전달하도록 배치되어 상기 멤브레인 구조는 가늘고 길게 연장된 바디를 가지며 당해 가늘고 길게 연장된 바디가 닫힌 단부에는 상기 온도 감지 전기 소자가 배치되어 개방된 단부에 근접해 상기 압력 감지 전기 소자가 배치되어 상기 온도 감지 전기 소자는 열전도성 컴파운드에 의해 상기 멤브레인 구조에 결합함   상기 멤브레인 구조는 압력 감지 구조를 포함하고 상기 압력 감지 전기 소자는 상기 압력 감지 구조상에 탑재되고 상기 압력 감지 구조는 원형이고 중앙에 구멍을 가지며 상기 가늘고 길게 연장된 바디가 개방된 단부는 상기 구멍을 실링하기 위해 상기 압력 감지 구조에 밀봉해서 접속되는 센서 장치.,7,2006-313873,2006-11-21,2007-147616,2007-06-14,5153126,2012-12-14,SENSATA TECHNOLOGIES INC
JP,P,온도 센서,【요약】 【과제】감온 소자의 소자 전극선과 시스심선과의 접합부에 가해지는 응력을 완화한 온도 센서를 제공한다. 【해결 수단】감온부 103과 상기 감온부에서 연장되는 한 쌍의 소자 전극선 104를 가지는 감온 소자 102와 소자 전극선에 접합부 110을 통해 접속되는 시스심선 108과 상기 시스심선을 절연재 사이에 내포하는 시스 외관 107을 가지는 시스부재 106과 바닥이 있는 통형을 이루어 선단이 되는 바닥부 측에 적어도 감온 소자 및 접합부를 수용하고 소자 전극선 및 시스심선이 연장되는 방향으로 연장되는 금속제의 내통 112와 개구단 120 a를 가지는 통형을 이루어 내통의 축방향 L에 수직의 방향에서 보았을 때 개구단 X가 접합부 J보다 선단 측이며 내통의 바닥부 B까지의 영역에 위치하도록 내통을 덮고 접합부에서(보다) 선단 측에서 내통과 이격되어 있는 금속제의 외통 120을 구비한 온도 센서 100 x이다. 【선택도】도 2 ,【청구항1】감온부와 상기 감온부에서 연장되는 한 쌍의 소자 전극선을 가지는 감온 소자와 상기 소자 전극선에 접합부를 통해 접속되는 시스심선과 상기 시스심선을 절연재 사이에 내포하는 시스 외관을 가지는 시스부재와 바닥이 있는 통형을 이루어 선단이 되는 바닥부 측에 적어도 상기 감온 소자 및 상기 접합부를 수용하고 상기 소자 전극선 및 상기 시스심선이 연장되는 방향으로 연장되는 금속제의 내통과 개구단을 가지는 통형을 이루어 상기 내통의 축방향으로 수직의 방향에서 보았을 때 상기 개구단이 상기 접합부보다 선단 측이며 상기 내통의 바닥부까지의 영역에 위치하도록 상기 내통을 덮고 상기 접합부보다 선단 측에서 상기 내통과 이격되어 있는 외통을 구비한 온도 센서.,6,2009-104434,2009-04-22,2009-294203,2009-12-17,5155246,2012-12-14,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【과제】제조 비용을 절감함과 동시에 플랜지를 별도의 부재로서 마련할 필요가 없는 심플한 구조의 온도 센서를 제공한다. 【해결 수단】선단부가 닫힌 통형을 이루는 금속 튜브 11이 축선 O방향을 따라 연장되어 있다. 통형 조인트 31은 금속 튜브 11의 축선 O방향 후측에 연장된다. 금속 튜브 11의 튜브 후단부 114와 조인트 31의 조인트 선단부 311이 축선 O방향과 직교하는 지름 방향 외측으로 돌출되면서 중첩됨으로써 칼날 밑부 61이 형성되어 있다. 칼날 밑부 61의 축선 O방향의 선단 측을 향하는 면인 좌면 611과 후단 측을 향하는 면인 피가압면 612는 금속 튜브 11의 외주면에서 형성되어 있다. 칼날 밑부 61의 내부에는 칼날 밑부 61의 형상을 유지하는 형상 보관유지부재 62가 마련되어 있다. 【선택도】도 2 ,【청구항1】온도에 따라 저항값이 변화하는 감열 소자와 축선 방향을 따라 연장되어 선단부가 닫힌 통형을 이루어 상기 감열 소자를 상기 선단부 내에 수납하는 금속 튜브와 상기 축선방향을 따라 연장되는 통형을 이루어 자신의 선단부가 상기 금속 튜브 후단부에 조립되는 통 부재와 상기 금속 튜브와 상기 통 부재와의 조립 부위에 있어서 상기 금속 튜브 후단부와 상기 통 부재의 선단부가 상기 축선방향과 직교하는 지름 방향 외측으로 돌출되어서 형성됨과 동시에 상기 금속 튜브 후단부 중 적어도 일부와 상기 통 부재 선단부 중 적어도 일부가 서로 겹쳐지는 칼날 밑부로서 온도 센서가 장착되는 장착관에 대해 상기 금속 튜브의 선단부를 상기 장착관 내에 삽입시킨 상태에서 위치 결정되는 칼날 밑부와 상기 날밑부의 내부에 설치되고 상기 축선방향을 따르는 방향으로의 상기 날밑부의 압축에 대해서 상기 날밑부의 형상을 유지하는 형상 보관유지부재를 구비한 것을 특징으로 하는 온도 센서.,4,2011-115041,2011-05-23,2012-242334,2012-12-10,0,0,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【과제】매우 간단한 구조에 의해 커넥터를 프로텍션 튜브 내에 지지할 수 있고 제조의 간략화를 도모할 수 있는 온도 센서를 제공하는 것. 【해결 수단】온도 센서는 온도를 감지하는 감온 소자와 감온 소자에 접속된 시스 핀심선과 시스 핀심선과 리드선 6을 접속하는 커넥터 4와 시스 핀심선 리드선 6 및 커넥터 4를 수용하는 프로텍션 튜브 21을 구비하고 있다. 프로텍션 튜브 21 내에는 커넥터 4를 삽입해 지지하기 위한 삽입 지지 구멍 51을 마련한 지지 부재 5가 지지되어 있다. 커넥터 4는 리드선 6의 도체 선단부 611의 형상을 따르는 원호형상부 41의 원주 방향 양단에 삽입 지지 구멍 51의 내벽면에 누르는 조부 42를 각각 연설해서 이루어진다. 【선택도】도 3 ,【청구항1】온도를 감지하는 감온 소자와 상기 감온 소자에 접속된 시스 핀심선과 상기 시스 핀심선과 리드선을 접속하는 커넥터와 상기 시스 핀심선 상기 리드선 및 상기 커넥터를 수용하는 프로텍션 튜브를 구비하는 온도 센서에 있어서 상기 프로텍션 튜브 내에는 상기 커넥터를 삽입해 지지하기 위한 삽입 지지 구멍을 마련한 탄성체로 구성되는 지지 부재가 지지되어 있고 상기 커넥터는 상기 리드선의 도체 선단부의 형상을 따르는 원호형상부의 원주 방향 양단에 상기 삽입 지지 구멍의 내벽면에 누르는 조부를 각각 연설해서 이루어지는 것을 특징으로 하는 온도 센서.,5,2011-119092,2011-05-27,2012-073223,2012-04-12,5141791,2012-11-30,DENSO CORP
JP,P,서미스터 소자 및 온도 센서,【요약】 【과제】환원 분위기 하 600℃초과의 고온도 영역에서 정확하게 온도 측정이 가능한 특성 변동이 억제된 서미스터 소자 및 이 서미스터 소자를 이용한 온도 센서를 제공하는 것. 【해결 수단】서미스터 조성물로 구성되는 서미스터부와 그 표면을 피복하는 피복층을 구비하는 서미스터 소자로서 상기 서미스터부는 페로브스카이트형 결정 구조의 도전성 페로브스카이트상을 포함하고 상기 피복층은 SiO210~25 질량％ 알칼리토류 금속의 산화물 15~30 질량％ TiO215~30 질량％ ZnO10~25 질량％및 RE2O3(단 RE는 희토류 금속 원소를 나타낸다. ) 15~30 질량％을 함유하고 B2O3무함유인 결정화 유리인 것을 특징으로 하는 서미스터 소자 및 이것을 가지는 온도 센서. 【선택도】도 1 ,【청구항1】서미스터 조성물로 구성되는 서미스터부와 상기 서미스터부를 피복하는 피복층을 구비하는 서미스터 소자로서 상기 서미스터부는 도전성을 가지며 페로브스카이트형 결정 구조를 가지는 페로브스카이트상을 포함하고 상기 피복층은 SiO2 알칼리토류 금속의 산화물 TiO2 ZnO 및 희토류 금속의 산화물을 SiO2에 대해서는 상기 피복층의 합계질량에 대해서10~25질량% 알칼리토류 금속의 산화물에 대해서는 상기 피복층의 합계질량에 대해서15~30질량% TiO2에 대해서는 상기 피복층의 합계질량에 대해서15~30질량% ZnO에 대해서는 상기 피복층의 합계질량에 대해서10~25질량% 및 RE2O3(단 RE는 희토류 금속 원소를 나타낸다. )에 대해서는 상기 피복층의 합계질량에 대해서15~30질량%의 범위 중에서 SiO2 알칼리토류 금속의 산화물 TiO2 ZnO 및 희토류 금속의 산화물 합계가 95 질량%~100 질량%가 되도록 선택되는 함유 비율로 함유해 이루어지며 B2O3를 실질적으로 무함유인 결정화 유리인 것을 특징으로 하는 서미스터 소자.,9,2008-005033,2008-01-11,2009-170555,2009-07-30,5140441,2012-11-22,NGK SPARK PLUG CO LTD
JP,P,서미스터 소자 및 온도 센서,【요약】 【과제】환원 분위기 하 600℃초과의 고온도 영역에서 정확하게 온도 측정이 가능한 특성 변동이 억제된 서미스터 소자 및 이 서미스터 소자를 이용한 온도 센서를 제공하는 것. 【해결 수단】서미스터 조성물로 구성되는 서미스터부와 상기 서미스터부를 피복하는 피복층을 구비하는 서미스터 소자로서 상기 서미스터부는 도전성을 가지며 페로브스카이트형 결정 구조를 가지는 페로브스카이트상을 포함하고 상기 피복층은 SiO2 CaO 및 MgO를 SiO2에 대해서는 상기 피복층의 합계질량에 대해서 40~65 질량％ CaO에 대해서는 상기 피복층의 합계질량에 대해서 15~40 질량％ MgO에 대해서는 상기 피복층의 합계질량에 대해서 5~30 질량％의 범위 중에서 SiO2 CaO 및 MgO의 합계가 90 질량％~100 질량％이 되도록 선택되는 함유 비율로 함유해 이루어지며 B2O3를 실질적으로 무함유인 결정화 유리인 것을 특징으로 하는 서미스터 소자 및 이것을 가지는 온도 센서. 【선택도】도 1 ,【청구항1】서미스터 조성물로 구성되는 서미스터부와 상기 서미스터부를 피복하는 피복층을 구비하는 서미스터 소자로서 상기 서미스터부는 도전성을 가지며 페로브스카이트형 결정 구조를 가지는 페로브스카이트상을 포함하고 상기 피복층은 SiO2 CaO 및 MgO를 SiO2에 대해서는 상기 피복층의 합계질량에 대해서40~65질량% CaO에 대해서는 상기 피복층의 합계질량에 대해서15~40질량% MgO에 대해서는 상기 피복층의 합계질량에 대해서5~30질량%의 범위 중에서 SiO2 CaO 및 MgO의 합계가 90 질량%~100 질량%가 되도록 선택되는 함유 비율로 함유해 이루어지며 B2O3를 실질적으로 무함유인 결정화 유리로  전기 절연체인 투휘석의 석출 결정을 가지고 구성된다 일을 특징으로 하는 서미스터 소자.,7,2008-021586,2008-01-31,2009-182250,2009-08-13,5140450,2012-11-22,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【목적】배기가스의 온도 측정용 센서로 진동이나 충격을 받아도 센서 소자를 튜브의 선단에 누른 상태를 안정적으로 유지할 수 있도록 하고 장기간 높은 응답 성능을 지지한다. 【해결 수단】튜브 11 후단 집합 부위 17 c가 코킹처리것에 의해 실링 부재 71이 변형되어서 마련되어 있는 센서 101에서 실링 부재 71이 자신 변형에 의해 그 선단 73의 오목부 74의 바닥부인 선단 방향면 75가 애자관 41 후단 45를 선단 측에 누른 상태에서 마련해 이것에 의해 센서 소자의 선단 21 a가 애자관 41을 통해 튜브 11의 선단 12를 향해서 누를 수 있도록 했다. 고무형 탄성에 의한 눌러가 있기 때문에 장기간 높은 응답 성능이 지지된다. 【선택도】 도 1 ,【청구항1】선단이 닫힌 금속제의 튜브와 이 튜브 내의 선단 측에 배치된 온도 센서 소자와 이 튜브 내에서 상기 온도 센서 소자 후방에 배치되고 상기 온도 센서 소자의 전극과 접속된 심선을 자신의 내측에 통해서 이루어지는 애자관과 이 애자관 후단에서 인출된 심선 후단과 접속되어 상기 튜브 후단에서 외부로 인출된 리드선과 상기 리드선을 자신의 내측에 통하면서 상기 튜브 후단 측의 씰을 지지하기 위해 상기 튜브의 내부이며 또한 상기 애자관 후단에서(보다) 후단 측에 자신 중 적어도 일부가 마련된 고무형 탄성을 가지는 실링 부재를 구비해서 이루어지는 온도 센서로서 상기 튜브가 코킹처리것에 의해 상기 실링 부재가 변형되어서 마련되어 있는 온도 센서에 있어서 상기 실링 부재가 자신 변형에 의해 그 선단 방향면에서 상기 애자관 후단을 직접 또는 별도의 부재를 통해 선단 측에 눌러 있고 상기 애자관을 통해 상기 온도 센서 소자가 상기 튜브의 선단을 향해서 누를 수 있고 있는 것을 특징으로 하는 온도 센서.,11,2011-092582,2011-04-19,2012-042451,2012-03-01,5134701,2012-11-16,NGK SPARK PLUG CO LTD
JP,P,온도 센서,【요약】 【과제】온도 센서의 설치 환경에서 온도 센서로 가해지는 진동에 의해 온도 센서의 선단에서 공진이 발생해 전극선이 단선 또는 감온 소자가 금속 커버의 내벽에 충돌해서 손상하기 쉽다. 【해결 수단】 유체가 흐르는 유로 내에 배치하고 상기 유로 내의 유체 온도에 의해 전기적 특성이 변화하는 감온 소자와 선단 측이 전극선을 통해 상기 감온 소자에 접속되고 기단 측은 외부 회로 접속용 리드선에 접속되는 신호선과 상기 신호선을 내부에 지지하는 시스부재와 상기 시스부재의 외주면을 직접적 또는 타 부재를 통해 간접적으로 지지하는 지지 부재를 구비한 온도 센서로서 상기 온도 센서의 지름 방향 가속도에 대해서 상기 온도 센서의 선단의 공진 주파수(1차)를 480 Hz이하로 함으로써 온도 센서의 선단으로의 진동 전달을 억제하는 것이 가능해져 온도 센서에 공진이 발생했다 하더라도 감온 소자의 파손이나 전극선 502102의 단선 발생을 유효하게 방지할 수 있다. 【선택도】도 1 ,【청구항1】유체가 흐르는 유로 내에 배치하고 상기 유로 내의 유체 온도에 의해 전기적 특성이 변화하는 감온 소자와 선단 측이 전극선을 통해 상기 감온 소자에 접속되고 기단 측은 외부 회로 접속용 리드선에 접속되는 신호선과 상기 신호선을 내부에 지지하는 시스부재와 상기 시스부재의 외주면을 직접적 또는 타 부재를 통해 간접적으로 지지하는 지지 부재를 구비한 온도 센서로서 상기 온도 센서의 축의 상기 유로의 내주면에서 상기 온도 센서의 선단까지의 길이인 돌출 길이를 L1 상기 시스부재가 지지 부재에 의해 직접적 또는 간접적으로 지지되는 지지부의 선단에서 상기 온도 센서의 선단까지의 길이인 유지 길이를 L2로 했을 때 L1＜L2의 관계를 만족함과 동시에 상기 돌출 길이 L1 및 지지 길이 L2를 조정함으로써 상기 온도 센서의 지름 방향 가속도에 대한 상기 온도 센서의 선단의 공진 주파수(1차)가 레이저 도플러 진동계에 의한 측정치로 480 Hz이하인 것을 특징으로 하는 온도 센서.,10,2008-103995,2008-04-11,2008-286789,2008-11-27,5085398,2012-09-14,DENSO CORP
JP,P,온도 센서,【요약】 온도 센서는 하우징과 적어도 부분적으로 하우징 내에 배치된 온도감지소자를 포함한다. 다른 사이즈에 만들어진 입자를 혼합한 것을 포함하는 일이 있는 입자형 매체는 하우징 내에 배치되고 적어도 부분적으로 온도감지소자를 둘러싼다. 입자형 매체는 상기 하우징 내의 환원성 분위기를 회피하기 위해 산소를 가져올 수 있다. ,【청구항1】하우징과 상기 하우징 내에 배치된 온도감지소자와 상기 하우징 내 및 적어도 부분적으로 상기 온도감지소자의 주위에 배치된 입자형 매체를 포함한 온도 센서로서 상기 입상 매체가 제1 입자 및 제2 입자를 혼합한 것을 포함하고 상기 제 1 입자 및 상기 제 2 입자가 동일 재료이며 상기 제 2 입자가 제1 입자보다 작은 사이즈를 가지며 그것에 의해 상기 입자 매체 내에 간극 용적이 상기 하우징 내의 환원성 분위기를 회피하는데 충분할 뿐(만큼)의 양의 산소를 가져오기 위해 규정되는 온도 센서.,20,2009-503237,2007-03-28,2009-531717,2009-09-03,5085640,2012-09-14,STONERIDGE INC
JP,P,도전성 산화물 소결체 이것을 이용한 서미스터 소자 및 이것을 이용한 온도 센서,【요약】 【과제】-40℃의 저온 하에서 900℃이상의 고온 영역까지의 온도 범위에서 적절하게 온도 검지가 가능한 도전성 산화물 소결체 이것을 이용한 서미스터 소자 및 이 서미스터 소자를 이용한 온도 센서를 제공한다. 【해결 수단】서미스터 소자 2를 이루는 도전성 산화물 소결체 1은 La를 제외하는 3 A족 원소 중 적어도 1종의 원소를 M1로 하고 2 A족 원소 중 적어도 1종의 원소를 M2로 하고 Cr를 제외하는 4A5A6A7 A 및 8족 원소 중 적어도 1종의 원소를 M3로 했을 때 그 조성식이 예를 들면 M1aM2bM3cAldCreOf로 표시되고 abcdef가 소정의 조건식을 만족하는 페로브스카이트상과 이 페로브스카이트상을 이루는 금속 원소 Me로 구성되는 금속 산화 그릇 MeOx를 포함한다. 【선택도】도 1 ,【청구항1】 YNdYb에서 선택되는 1종 또는 그 이상의 원소 (을)를 M1로 하고 MgCaSr에서 선택되는 1종 또는 그 이상의 원소 (을)를 M2로 하고 MnFe에서 선택되는 1종 또는 그 이상의 원소 (을)를 M3로 했을 때 조성식 M1aM2bM3cAldCreOf로 표기되고 abcdef가 하기 조건식을 만족해 페로브스카이트형 결정 구조를 가지는 도전성 페로브스카이트상과 상기 페로브스카이트상보다 도전성이 낮고 상기 페로브스카이트상을 구성하는 금속 원소에서 선택된 적어도 1종의 금속 원소를 Me로 했을 때 조성식 MeOx로 표기되는 결정 구조를 가지는 적어도 1종의 금속 산화 그릇를 포함한 도전성 산화물 소결체. 0.600≦a≦1.0000≦b≦0.4000.150≦c＜0.6000.400≦d≦0.8000.005≦e≦0.0500＜e/(c+e) ≦0.182.80≦f≦3.30,12,2006-107906,2006-04-10,2007-246381,2007-09-27,5053564,2012-08-03,NGK SPARK PLUG CO LTD
JP,P,온도 센서 및 냉각 시스템,【요약】 【과제】대형화를 초래하지 않고 냉각팬용 모터의 구동 회로 발열 소자를 적합하게 냉각할 수 있는 구성을 가지는 온도 센서 및 냉각 시스템을 제공한다. 【해결 수단】냉각 시스템 10은 냉각팬 16으로부터의 냉각풍에 의해 냉각되는 라디에이터 14를 포함한 냉각계 관로 내를 순환하는 엔진 냉각수 W에 의해 엔진 11을 냉각한다. 냉각팬 16을 회전 구동하는 모터 16 a의 구동 회로 24(발열 소자)는 냉각계 관로의 일부인 냉각 유로 15 a 내로 돌출되는 수온 센서 20의 하우징 30 내에 서미스터 23과 이격되도록 해 수용된다. 【선택도】도 3 ,【청구항1】냉각팬으로부터의 냉각풍에 의해 냉각되는 방열기를 포함한 냉각계 관로 내를 순환하는 냉매에 대해서 그 온도가 검출 가능한 온도 검출 소자를 가지는 온도 센서로서 상기 냉각계 관로 내로 돌출되는 하우징을 구비하고 상기 온도 검출 소자는 상기 하우징 내에 수용되고 상기 냉각팬을 회전 구동하는 모터의 구동 회로를 구성하는 소자 중 적어도 발열 소자는 상기 하우징 내에 상기 온도 검출 소자와 이격되도록 해 수용되는 것을 특징으로 하는 온도 센서.,11,2011-002769,2011-01-11,2012-145392,2012-08-02,0,0,DENSO CORP
